source	output	vertices	edges	vertex_labels	edge_labels
query_sparse_24_76.graph	query_sparse_24_76.cypher	24	33	1,10,12,13,2,3,4,5,7,8,9	0
query_sparse_24_77.graph	query_sparse_24_77.cypher	24	33	0,1,10,11,12,13,14,2,4,5,6,7,8,9	0
query_sparse_24_78.graph	query_sparse_24_78.cypher	24	33	0,1,10,12,13,14,2,3,6,7,8,9	0
query_sparse_24_79.graph	query_sparse_24_79.cypher	24	33	0,1,10,11,12,13,2,3,4,6,7,9	0
query_sparse_24_8.graph	query_sparse_24_8.cypher	24	33	1,10,11,12,13,14,3,4,6,7,8,9	0
query_sparse_24_80.graph	query_sparse_24_80.cypher	24	33	0,1,11,12,13,14,2,3,4,5,7,8	0
query_sparse_24_81.graph	query_sparse_24_81.cypher	24	33	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_24_82.graph	query_sparse_24_82.cypher	24	33	0,1,10,11,12,13,14,2,3,5,6,7,8	0
query_sparse_24_83.graph	query_sparse_24_83.cypher	24	33	1,10,11,12,13,14,2,3,4,5,6,7	0
query_sparse_24_84.graph	query_sparse_24_84.cypher	24	33	0,1,10,11,12,13,2,3,4,5,6,7,9	0
query_sparse_24_85.graph	query_sparse_24_85.cypher	24	33	1,10,12,13,14,2,3,5,6,7,8,9	0
query_sparse_24_86.graph	query_sparse_24_86.cypher	24	33	0,1,12,13,14,2,3,4,5,6,8,9	0
query_sparse_24_87.graph	query_sparse_24_87.cypher	24	33	0,1,10,11,12,14,2,3,4,5,6,8,9	0
query_sparse_24_88.graph	query_sparse_24_88.cypher	24	33	0,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_89.graph	query_sparse_24_89.cypher	24	33	0,10,11,12,13,14,2,4,5,6,8,9	0
query_sparse_24_9.graph	query_sparse_24_9.cypher	24	33	1,10,11,12,14,2,3,4,5,6,7,8	0
query_sparse_24_90.graph	query_sparse_24_90.cypher	24	33	0,1,10,11,12,13,2,4,5,7,8	0
query_sparse_24_91.graph	query_sparse_24_91.cypher	24	33	1,11,12,13,3,4,5,6,7,8,9	0
query_sparse_24_92.graph	query_sparse_24_92.cypher	24	33	0,11,12,13,14,2,4,5,6,7,8,9	0
query_sparse_24_93.graph	query_sparse_24_93.cypher	24	33	0,1,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_24_94.graph	query_sparse_24_94.cypher	24	33	0,1,10,11,12,13,3,5,6,7,8,9	0
query_sparse_24_95.graph	query_sparse_24_95.cypher	24	33	0,1,10,11,12,2,3,4,6,7,9	0
query_sparse_24_96.graph	query_sparse_24_96.cypher	24	33	1,11,12,13,14,2,5,6,7,8,9	0
query_sparse_24_97.graph	query_sparse_24_97.cypher	24	33	1,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_24_98.graph	query_sparse_24_98.cypher	24	33	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_24_99.graph	query_sparse_24_99.cypher	24	33	0,1,10,12,14,2,3,4,5,7,8,9	0
query_sparse_32_1.graph	query_sparse_32_1.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_10.graph	query_sparse_32_10.cypher	32	44	0,1,10,11,12,13,3,4,6,7,8,9	0
query_sparse_32_100.graph	query_sparse_32_100.cypher	32	44	0,10,11,13,14,2,3,4,5,6,7,9	0
query_sparse_32_101.graph	query_sparse_32_101.cypher	32	44	0,1,10,11,14,2,3,4,5,6,7,9	0
query_sparse_32_102.graph	query_sparse_32_102.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_103.graph	query_sparse_32_103.cypher	32	44	0,1,10,11,12,13,14,2,4,5,6,7,8	0
query_sparse_32_104.graph	query_sparse_32_104.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_105.graph	query_sparse_32_105.cypher	32	44	0,10,11,12,13,14,2,3,4,5,6,7,9	0
query_sparse_32_106.graph	query_sparse_32_106.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_107.graph	query_sparse_32_107.cypher	32	44	0,1,10,11,12,13,2,3,4,5,6,8,9	0
query_sparse_32_108.graph	query_sparse_32_108.cypher	32	44	1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_32_109.graph	query_sparse_32_109.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_11.graph	query_sparse_32_11.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_110.graph	query_sparse_32_110.cypher	32	44	0,1,10,11,12,13,2,3,5,6,7,8,9	0
query_sparse_32_111.graph	query_sparse_32_111.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_112.graph	query_sparse_32_112.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_113.graph	query_sparse_32_113.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_114.graph	query_sparse_32_114.cypher	32	44	0,1,10,12,13,14,2,4,5,6,7,8,9	0
query_sparse_32_115.graph	query_sparse_32_115.cypher	32	44	0,1,11,12,13,14,2,4,5,6,7,8,9	0
query_sparse_32_116.graph	query_sparse_32_116.cypher	32	44	0,1,10,11,12,13,2,3,4,5,6,7,8	0
query_sparse_32_117.graph	query_sparse_32_117.cypher	32	44	0,10,11,12,13,14,2,3,5,7,8	0
query_sparse_32_118.graph	query_sparse_32_118.cypher	32	44	0,1,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_119.graph	query_sparse_32_119.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8	0
query_sparse_32_12.graph	query_sparse_32_12.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_120.graph	query_sparse_32_120.cypher	32	44	0,1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_32_121.graph	query_sparse_32_121.cypher	32	44	0,10,11,13,2,3,4,5,6,7,9	0
query_sparse_32_122.graph	query_sparse_32_122.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,9	0
query_sparse_32_123.graph	query_sparse_32_123.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_124.graph	query_sparse_32_124.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_125.graph	query_sparse_32_125.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_126.graph	query_sparse_32_126.cypher	32	44	0,1,11,13,14,2,3,4,5,7,8,9	0
query_sparse_32_127.graph	query_sparse_32_127.cypher	32	44	0,1,10,11,12,13,14,2,3,7,8,9	0
query_sparse_32_128.graph	query_sparse_32_128.cypher	32	44	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_129.graph	query_sparse_32_129.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_13.graph	query_sparse_32_13.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8	0
query_sparse_32_130.graph	query_sparse_32_130.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_131.graph	query_sparse_32_131.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_132.graph	query_sparse_32_132.cypher	32	44	0,1,10,11,12,14,2,3,4,5,6,7,8	0
query_sparse_32_133.graph	query_sparse_32_133.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_134.graph	query_sparse_32_134.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_135.graph	query_sparse_32_135.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_136.graph	query_sparse_32_136.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_137.graph	query_sparse_32_137.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_138.graph	query_sparse_32_138.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_139.graph	query_sparse_32_139.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,9	0
query_sparse_32_14.graph	query_sparse_32_14.cypher	32	44	10,11,12,13,14,2,4,5,6,7,8	0
query_sparse_32_140.graph	query_sparse_32_140.cypher	32	44	0,1,10,12,13,14,2,3,5,6,7,8	0
query_sparse_32_141.graph	query_sparse_32_141.cypher	32	44	0,1,10,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_142.graph	query_sparse_32_142.cypher	32	44	0,1,10,11,12,2,3,4,5,6,7,8,9	0
query_sparse_32_143.graph	query_sparse_32_143.cypher	32	44	0,1,10,11,12,13,14,2,4,5,6,9	0
query_sparse_32_144.graph	query_sparse_32_144.cypher	32	44	1,10,12,13,14,2,3,4,5,6,7,9	0
query_sparse_32_145.graph	query_sparse_32_145.cypher	32	44	0,1,10,11,12,13,14,3,4,5,7,9	0
query_sparse_32_146.graph	query_sparse_32_146.cypher	32	44	0,1,10,11,13,14,2,3,4,5,7,8,9	0
query_sparse_32_147.graph	query_sparse_32_147.cypher	32	44	0,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_148.graph	query_sparse_32_148.cypher	32	44	0,1,10,11,12,13,2,4,5,6,7,8,9	0
query_sparse_32_149.graph	query_sparse_32_149.cypher	32	44	1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_15.graph	query_sparse_32_15.cypher	32	44	0,1,10,11,13,14,4,5,6,7,8,9	0
query_sparse_32_150.graph	query_sparse_32_150.cypher	32	44	1,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_151.graph	query_sparse_32_151.cypher	32	44	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_152.graph	query_sparse_32_152.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_153.graph	query_sparse_32_153.cypher	32	44	0,1,10,12,14,2,3,4,5,6,7,8,9	0
query_sparse_32_154.graph	query_sparse_32_154.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_155.graph	query_sparse_32_155.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_156.graph	query_sparse_32_156.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8	0
query_sparse_32_157.graph	query_sparse_32_157.cypher	32	44	0,1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_32_158.graph	query_sparse_32_158.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_159.graph	query_sparse_32_159.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_16.graph	query_sparse_32_16.cypher	32	44	0,10,11,12,13,14,2,3,4,5,9	0
query_sparse_32_160.graph	query_sparse_32_160.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_161.graph	query_sparse_32_161.cypher	32	44	0,1,10,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_32_162.graph	query_sparse_32_162.cypher	32	44	0,1,10,11,12,13,14,2,3,4,7,8,9	0
query_sparse_32_163.graph	query_sparse_32_163.cypher	32	44	0,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_164.graph	query_sparse_32_164.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_32_165.graph	query_sparse_32_165.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_166.graph	query_sparse_32_166.cypher	32	44	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_167.graph	query_sparse_32_167.cypher	32	44	0,10,11,12,13,14,2,3,4,6,8,9	0
query_sparse_32_168.graph	query_sparse_32_168.cypher	32	44	0,1,10,12,13,14,2,4,5,7,8,9	0
query_sparse_32_169.graph	query_sparse_32_169.cypher	32	44	0,1,10,11,12,2,3,4,5,7,8,9	0
query_sparse_32_17.graph	query_sparse_32_17.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_170.graph	query_sparse_32_170.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_171.graph	query_sparse_32_171.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_172.graph	query_sparse_32_172.cypher	32	44	0,1,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_173.graph	query_sparse_32_173.cypher	32	44	0,1,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_174.graph	query_sparse_32_174.cypher	32	44	0,1,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_175.graph	query_sparse_32_175.cypher	32	44	0,1,10,11,12,13,2,4,6,7,8,9	0
query_sparse_32_176.graph	query_sparse_32_176.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_177.graph	query_sparse_32_177.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_178.graph	query_sparse_32_178.cypher	32	44	0,1,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_179.graph	query_sparse_32_179.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_18.graph	query_sparse_32_18.cypher	32	44	0,1,10,11,12,14,2,3,4,5,6,8,9	0
query_sparse_32_180.graph	query_sparse_32_180.cypher	32	44	0,1,11,12,14,2,3,5,6,7,8,9	0
query_sparse_32_181.graph	query_sparse_32_181.cypher	32	44	0,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_182.graph	query_sparse_32_182.cypher	32	44	0,1,10,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_183.graph	query_sparse_32_183.cypher	32	44	0,1,10,11,13,14,2,3,4,6,7,8,9	0
query_sparse_32_184.graph	query_sparse_32_184.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_185.graph	query_sparse_32_185.cypher	32	44	0,1,10,12,13,14,2,5,7,8	0
query_sparse_32_186.graph	query_sparse_32_186.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_187.graph	query_sparse_32_187.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_188.graph	query_sparse_32_188.cypher	32	44	1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_32_189.graph	query_sparse_32_189.cypher	32	44	0,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_19.graph	query_sparse_32_19.cypher	32	44	0,1,10,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_190.graph	query_sparse_32_190.cypher	32	44	0,1,10,11,12,13,14,3,4,6,7,8,9	0
query_sparse_32_191.graph	query_sparse_32_191.cypher	32	44	1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_192.graph	query_sparse_32_192.cypher	32	44	0,1,10,11,12,13,14,2,4,5,6,8,9	0
query_sparse_32_193.graph	query_sparse_32_193.cypher	32	44	0,11,12,14,2,3,4,5,6,7,8,9	0
query_sparse_32_194.graph	query_sparse_32_194.cypher	32	44	0,10,11,12,13,14,2,4,6,7,8,9	0
query_sparse_32_195.graph	query_sparse_32_195.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_196.graph	query_sparse_32_196.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_197.graph	query_sparse_32_197.cypher	32	44	0,1,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_198.graph	query_sparse_32_198.cypher	32	44	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_199.graph	query_sparse_32_199.cypher	32	44	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_2.graph	query_sparse_32_2.cypher	32	44	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_20.graph	query_sparse_32_20.cypher	32	44	0,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_32_200.graph	query_sparse_32_200.cypher	32	44	0,1,10,11,12,13,14,4,6,7,9	0
query_sparse_32_21.graph	query_sparse_32_21.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_22.graph	query_sparse_32_22.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_23.graph	query_sparse_32_23.cypher	32	44	0,1,11,13,2,3,4,5,6,7,8,9	0
query_sparse_32_24.graph	query_sparse_32_24.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,8	0
query_sparse_32_25.graph	query_sparse_32_25.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_26.graph	query_sparse_32_26.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_27.graph	query_sparse_32_27.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_28.graph	query_sparse_32_28.cypher	32	44	0,11,12,14,2,3,4,5,6,7,9	0
query_sparse_32_29.graph	query_sparse_32_29.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_3.graph	query_sparse_32_3.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_30.graph	query_sparse_32_30.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,7,9	0
query_sparse_32_31.graph	query_sparse_32_31.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_32.graph	query_sparse_32_32.cypher	32	44	1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_33.graph	query_sparse_32_33.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_34.graph	query_sparse_32_34.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_35.graph	query_sparse_32_35.cypher	32	44	0,1,10,11,12,13,14,3,4,5,7,8,9	0
query_sparse_32_36.graph	query_sparse_32_36.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_37.graph	query_sparse_32_37.cypher	32	44	1,10,11,12,14,2,3,4,5,6,8,9	0
query_sparse_32_38.graph	query_sparse_32_38.cypher	32	44	0,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_39.graph	query_sparse_32_39.cypher	32	44	0,1,10,11,13,14,5,6,7,8,9	0
query_sparse_32_4.graph	query_sparse_32_4.cypher	32	44	0,1,10,11,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_40.graph	query_sparse_32_40.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_41.graph	query_sparse_32_41.cypher	32	44	0,1,10,11,14,2,3,4,5,6,8,9	0
query_sparse_32_42.graph	query_sparse_32_42.cypher	32	44	0,1,10,11,13,14,2,4,5,6,7,8,9	0
query_sparse_32_43.graph	query_sparse_32_43.cypher	32	44	0,10,11,12,13,14,3,4,5,6,7,8	0
query_sparse_32_44.graph	query_sparse_32_44.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_45.graph	query_sparse_32_45.cypher	32	44	0,10,11,12,13,14,3,5,6,7,8,9	0
query_sparse_32_46.graph	query_sparse_32_46.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_47.graph	query_sparse_32_47.cypher	32	44	1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_48.graph	query_sparse_32_48.cypher	32	44	0,1,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_49.graph	query_sparse_32_49.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_5.graph	query_sparse_32_5.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8	0
query_sparse_32_50.graph	query_sparse_32_50.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7	0
query_sparse_32_51.graph	query_sparse_32_51.cypher	32	44	0,11,13,14,2,3,4,5,6,8,9	0
query_sparse_32_52.graph	query_sparse_32_52.cypher	32	44	0,1,11,12,13,2,3,5,6,7,8,9	0
query_sparse_32_53.graph	query_sparse_32_53.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_54.graph	query_sparse_32_54.cypher	32	44	0,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_32_55.graph	query_sparse_32_55.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_56.graph	query_sparse_32_56.cypher	32	44	0,1,10,11,12,14,2,3,5,6,7,9	0
query_sparse_32_57.graph	query_sparse_32_57.cypher	32	44	0,1,10,11,12,13,14,2,4,5,6,7,8,9	0
query_sparse_32_58.graph	query_sparse_32_58.cypher	32	44	1,10,11,12,13,14,2,4,6,7,8,9	0
query_sparse_32_59.graph	query_sparse_32_59.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_6.graph	query_sparse_32_6.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8	0
query_sparse_32_60.graph	query_sparse_32_60.cypher	32	44	0,1,10,11,13,14,2,3,5,7,8,9	0
query_sparse_32_61.graph	query_sparse_32_61.cypher	32	44	0,1,10,11,12,13,2,4,5,6,7,8,9	0
query_sparse_32_62.graph	query_sparse_32_62.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_63.graph	query_sparse_32_63.cypher	32	44	0,1,10,11,13,14,2,4,5,6,7,8,9	0
query_sparse_32_64.graph	query_sparse_32_64.cypher	32	44	0,10,12,13,14,3,4,5,6,7,8,9	0
query_sparse_32_65.graph	query_sparse_32_65.cypher	32	44	0,1,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_66.graph	query_sparse_32_66.cypher	32	44	0,1,10,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_67.graph	query_sparse_32_67.cypher	32	44	0,1,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_68.graph	query_sparse_32_68.cypher	32	44	0,1,10,11,13,14,3,4,5,6,7,8,9	0
query_sparse_32_69.graph	query_sparse_32_69.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_7.graph	query_sparse_32_7.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_70.graph	query_sparse_32_70.cypher	32	44	0,1,10,11,12,14,3,4,5,6,7,8,9	0
query_sparse_32_71.graph	query_sparse_32_71.cypher	32	44	0,1,10,11,12,13,14,2,3,4,6,7,9	0
query_sparse_32_72.graph	query_sparse_32_72.cypher	32	44	0,1,10,11,12,13,14,2,3,4,6,8	0
query_sparse_32_73.graph	query_sparse_32_73.cypher	32	44	0,1,10,11,12,13,14,2,3,4,6,7,8,9	0
query_sparse_32_74.graph	query_sparse_32_74.cypher	32	44	0,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_75.graph	query_sparse_32_75.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_76.graph	query_sparse_32_76.cypher	32	44	0,1,10,11,13,14,2,3,4,5,6,7,8	0
query_sparse_32_77.graph	query_sparse_32_77.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_78.graph	query_sparse_32_78.cypher	32	44	0,1,10,11,13,14,3,4,5,6,8,9	0
query_sparse_32_79.graph	query_sparse_32_79.cypher	32	44	1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_8.graph	query_sparse_32_8.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_80.graph	query_sparse_32_80.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_81.graph	query_sparse_32_81.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_32_82.graph	query_sparse_32_82.cypher	32	44	0,1,10,11,13,14,2,3,5,6,7,8,9	0
query_sparse_32_83.graph	query_sparse_32_83.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_84.graph	query_sparse_32_84.cypher	32	44	0,1,10,11,12,13,2,3,4,6,7,8,9	0
query_sparse_32_85.graph	query_sparse_32_85.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_86.graph	query_sparse_32_86.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_87.graph	query_sparse_32_87.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,7,8,9	0
query_sparse_32_88.graph	query_sparse_32_88.cypher	32	44	0,1,10,11,12,13,2,4,5,6,7,8,9	0
query_sparse_32_89.graph	query_sparse_32_89.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_9.graph	query_sparse_32_9.cypher	32	44	0,1,10,11,12,13,14,2,5,6,7,8	0
query_sparse_32_90.graph	query_sparse_32_90.cypher	32	44	0,1,10,12,13,14,2,3,4,5,6,7,9	0
query_sparse_32_91.graph	query_sparse_32_91.cypher	32	44	0,1,11,12,13,14,2,3,4,5,6,8,9	0
query_sparse_32_92.graph	query_sparse_32_92.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,8,9	0
query_sparse_32_93.graph	query_sparse_32_93.cypher	32	44	0,1,10,11,12,13,14,2,3,5,6,7,8,9	0
query_sparse_32_94.graph	query_sparse_32_94.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8	0
query_sparse_32_95.graph	query_sparse_32_95.cypher	32	44	0,1,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_96.graph	query_sparse_32_96.cypher	32	44	0,10,11,12,13,2,3,4,5,6,7,8,9	0
query_sparse_32_97.graph	query_sparse_32_97.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_32_98.graph	query_sparse_32_98.cypher	32	44	0,1,10,11,12,13,14,2,3,4,7,8,9	0
query_sparse_32_99.graph	query_sparse_32_99.cypher	32	44	0,1,10,11,12,13,14,2,3,4,5,6,7,8,9	0
query_sparse_8_1.graph	query_sparse_8_1.cypher	8	11	1,10,11,13,14,3,9	0
query_sparse_8_10.graph	query_sparse_8_10.cypher	8	11	0,10,13,2,4,9	0
query_sparse_8_100.graph	query_sparse_8_100.cypher	8	11	0,11,4,6,8,9	0
query_sparse_8_101.graph	query_sparse_8_101.cypher	8	11	0,11,12,14,2,3,5,7	0
query_sparse_8_102.graph	query_sparse_8_102.cypher	8	11	1,2,3,4,7	0
query_sparse_8_103.graph	query_sparse_8_103.cypher	8	11	1,10,13,2,4	0
query_sparse_8_104.graph	query_sparse_8_104.cypher	8	11	0,1,10,12,4,6	0
query_sparse_8_105.graph	query_sparse_8_105.cypher	8	11	1,11,12,5,7,9	0
query_sparse_8_106.graph	query_sparse_8_106.cypher	8	11	0,11,12,13,14,5,6,9	0
query_sparse_8_107.graph	query_sparse_8_107.cypher	8	11	12,14,2,4,5,6,7	0
query_sparse_8_108.graph	query_sparse_8_108.cypher	8	11	1,10,11,14,7,8	0
query_sparse_8_109.graph	query_sparse_8_109.cypher	8	11	10,12,14,2,3,5,6,8	0
